04-Jul-2007 21:07:32

NINT_EXACTNESS_TET
  MATLAB version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "nco6_x.txt".
  Quadrature rule W file = "nco6_w.txt".
  Quadrature rule R file = "nco6_r.txt".
  Maximum total degree to check = 8
  Spatial dimension = 3
  Number of points  = 84

      Error    Degree  Exponents

        0.000000    0   0 0 0

        0.000000    1   1 0 0
        0.000000    1   0 1 0
        0.000000    1   0 0 1

        0.000000    2   2 0 0
        0.000000    2   1 1 0
        0.000000    2   0 2 0
        0.000000    2   1 0 1
        0.000000    2   0 1 1
        0.000000    2   0 0 2

        0.000000    3   3 0 0
        0.000000    3   2 1 0
        0.000000    3   1 2 0
        0.000000    3   0 3 0
        0.000000    3   2 0 1
        0.000000    3   1 1 1
        0.000000    3   0 2 1
        0.000000    3   1 0 2
        0.000000    3   0 1 2
        0.000000    3   0 0 3

        0.000000    4   4 0 0
        0.000000    4   3 1 0
        0.000000    4   2 2 0
        0.000000    4   1 3 0
        0.000000    4   0 4 0
        0.000000    4   3 0 1
        0.000000    4   2 1 1
        0.000000    4   1 2 1
        0.000000    4   0 3 1
        0.000000    4   2 0 2
        0.000000    4   1 1 2
        0.000000    4   0 2 2
        0.000000    4   1 0 3
        0.000000    4   0 1 3
        0.000000    4   0 0 4

        0.000000    5   5 0 0
        0.000000    5   4 1 0
        0.000000    5   3 2 0
        0.000000    5   2 3 0
        0.000000    5   1 4 0
        0.000000    5   0 5 0
        0.000000    5   4 0 1
        0.000000    5   3 1 1
        0.000000    5   2 2 1
        0.000000    5   1 3 1
        0.000000    5   0 4 1
        0.000000    5   3 0 2
        0.000000    5   2 1 2
        0.000000    5   1 2 2
        0.000000    5   0 3 2
        0.000000    5   2 0 3
        0.000000    5   1 1 3
        0.000000    5   0 2 3
        0.000000    5   1 0 4
        0.000000    5   0 1 4
        0.000000    5   0 0 5

        0.000000    6   6 0 0
        0.000000    6   5 1 0
        0.000000    6   4 2 0
        0.000000    6   3 3 0
        0.000000    6   2 4 0
        0.000000    6   1 5 0
        0.000000    6   0 6 0
        0.000000    6   5 0 1
        0.000000    6   4 1 1
        0.000000    6   3 2 1
        0.000000    6   2 3 1
        0.000000    6   1 4 1
        0.000000    6   0 5 1
        0.000000    6   4 0 2
        0.000000    6   3 1 2
        0.000000    6   2 2 2
        0.000000    6   1 3 2
        0.000000    6   0 4 2
        0.000000    6   3 0 3
        0.000000    6   2 1 3
        0.000000    6   1 2 3
        0.000000    6   0 3 3
        0.000000    6   2 0 4
        0.000000    6   1 1 4
        0.000000    6   0 2 4
        0.000000    6   1 0 5
        0.000000    6   0 1 5
        0.000000    6   0 0 6

        0.002880    7   7 0 0
        0.006720    7   6 1 0
        0.007760    7   5 2 0
        0.003920    7   4 3 0
        0.003920    7   3 4 0
        0.007760    7   2 5 0
        0.006720    7   1 6 0
        0.002880    7   0 7 0
        0.006720    7   6 0 1
        0.012400    7   5 1 1
        0.013520    7   4 2 1
        0.015680    7   3 3 1
        0.013520    7   2 4 1
        0.012400    7   1 5 1
        0.006720    7   0 6 1
        0.007760    7   5 0 2
        0.013520    7   4 1 2
        0.000880    7   3 2 2
        0.000880    7   2 3 2
        0.013520    7   1 4 2
        0.007760    7   0 5 2
        0.003920    7   4 0 3
        0.015680    7   3 1 3
        0.000880    7   2 2 3
        0.015680    7   1 3 3
        0.003920    7   0 4 3
        0.003920    7   3 0 4
        0.013520    7   2 1 4
        0.013520    7   1 2 4
        0.003920    7   0 3 4
        0.007760    7   2 0 5
        0.012400    7   1 1 5
        0.007760    7   0 2 5
        0.006720    7   1 0 6
        0.006720    7   0 1 6
        0.002880    7   0 0 7

        0.008546    8   8 0 0
        0.012229    8   7 1 0
        0.010741    8   6 2 0
        0.046437    8   5 3 0
        0.070405    8   4 4 0
        0.046437    8   3 5 0
        0.010741    8   2 6 0
        0.012229    8   1 7 0
        0.008546    8   0 8 0
        0.012229    8   7 0 1
        0.016583    8   6 1 1
        0.005246    8   5 2 1
        0.003156    8   4 3 1
        0.003156    8   3 4 1
        0.005246    8   2 5 1
        0.016583    8   1 6 1
        0.012229    8   0 7 1
        0.010741    8   6 0 2
        0.005246    8   5 1 2
        0.078317    8   4 2 2
        0.052143    8   3 3 2
        0.078317    8   2 4 2
        0.005246    8   1 5 2
        0.010741    8   0 6 2
        0.046437    8   5 0 3
        0.003156    8   4 1 3
        0.052143    8   3 2 3
        0.052143    8   2 3 3
        0.003156    8   1 4 3
        0.046437    8   0 5 3
        0.070405    8   4 0 4
        0.003156    8   3 1 4
        0.078317    8   2 2 4
        0.003156    8   1 3 4
        0.070405    8   0 4 4
        0.046437    8   3 0 5
        0.005246    8   2 1 5
        0.005246    8   1 2 5
        0.046437    8   0 3 5
        0.010741    8   2 0 6
        0.016583    8   1 1 6
        0.010741    8   0 2 6
        0.012229    8   1 0 7
        0.012229    8   0 1 7
        0.008546    8   0 0 8


NINT_EXACTNESS_TET:
  Normal end of execution.

04-Jul-2007 21:07:33
