04-Jul-2007 21:06:10

NINT_EXACTNESS_TET
  MATLAB version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "ncc6_x.txt".
  Quadrature rule W file = "ncc6_w.txt".
  Quadrature rule R file = "ncc6_r.txt".
  Maximum total degree to check = 8
  Spatial dimension = 3
  Number of points  = 84

      Error    Degree  Exponents

        0.000000    0   0 0 0

        0.000000    1   1 0 0
        0.000000    1   0 1 0
        0.000000    1   0 0 1

        0.000000    2   2 0 0
        0.000000    2   1 1 0
        0.000000    2   0 2 0
        0.000000    2   1 0 1
        0.000000    2   0 1 1
        0.000000    2   0 0 2

        0.000000    3   3 0 0
        0.000000    3   2 1 0
        0.000000    3   1 2 0
        0.000000    3   0 3 0
        0.000000    3   2 0 1
        0.000000    3   1 1 1
        0.000000    3   0 2 1
        0.000000    3   1 0 2
        0.000000    3   0 1 2
        0.000000    3   0 0 3

        0.000000    4   4 0 0
        0.000000    4   3 1 0
        0.000000    4   2 2 0
        0.000000    4   1 3 0
        0.000000    4   0 4 0
        0.000000    4   3 0 1
        0.000000    4   2 1 1
        0.000000    4   1 2 1
        0.000000    4   0 3 1
        0.000000    4   2 0 2
        0.000000    4   1 1 2
        0.000000    4   0 2 2
        0.000000    4   1 0 3
        0.000000    4   0 1 3
        0.000000    4   0 0 4

        0.000000    5   5 0 0
        0.000000    5   4 1 0
        0.000000    5   3 2 0
        0.000000    5   2 3 0
        0.000000    5   1 4 0
        0.000000    5   0 5 0
        0.000000    5   4 0 1
        0.000000    5   3 1 1
        0.000000    5   2 2 1
        0.000000    5   1 3 1
        0.000000    5   0 4 1
        0.000000    5   3 0 2
        0.000000    5   2 1 2
        0.000000    5   1 2 2
        0.000000    5   0 3 2
        0.000000    5   2 0 3
        0.000000    5   1 1 3
        0.000000    5   0 2 3
        0.000000    5   1 0 4
        0.000000    5   0 1 4
        0.000000    5   0 0 5

        0.000000    6   6 0 0
        0.000000    6   5 1 0
        0.000000    6   4 2 0
        0.000000    6   3 3 0
        0.000000    6   2 4 0
        0.000000    6   1 5 0
        0.000000    6   0 6 0
        0.000000    6   5 0 1
        0.000000    6   4 1 1
        0.000000    6   3 2 1
        0.000000    6   2 3 1
        0.000000    6   1 4 1
        0.000000    6   0 5 1
        0.000000    6   4 0 2
        0.000000    6   3 1 2
        0.000000    6   2 2 2
        0.000000    6   1 3 2
        0.000000    6   0 4 2
        0.000000    6   3 0 3
        0.000000    6   2 1 3
        0.000000    6   1 2 3
        0.000000    6   0 3 3
        0.000000    6   2 0 4
        0.000000    6   1 1 4
        0.000000    6   0 2 4
        0.000000    6   1 0 5
        0.000000    6   0 1 5
        0.000000    6   0 0 6

        0.009259    7   7 0 0
        0.021605    7   6 1 0
        0.023148    7   5 2 0
        0.010802    7   4 3 0
        0.010802    7   3 4 0
        0.023148    7   2 5 0
        0.021605    7   1 6 0
        0.009259    7   0 7 0
        0.021605    7   6 0 1
        0.041667    7   5 1 1
        0.041667    7   4 2 1
        0.043210    7   3 3 1
        0.041667    7   2 4 1
        0.041667    7   1 5 1
        0.021605    7   0 6 1
        0.023148    7   5 0 2
        0.041667    7   4 1 2
        0.004630    7   3 2 2
        0.004630    7   2 3 2
        0.041667    7   1 4 2
        0.023148    7   0 5 2
        0.010802    7   4 0 3
        0.043210    7   3 1 3
        0.004630    7   2 2 3
        0.043210    7   1 3 3
        0.010802    7   0 4 3
        0.010802    7   3 0 4
        0.041667    7   2 1 4
        0.041667    7   1 2 4
        0.010802    7   0 3 4
        0.023148    7   2 0 5
        0.041667    7   1 1 5
        0.023148    7   0 2 5
        0.021605    7   1 0 6
        0.021605    7   0 1 6
        0.009259    7   0 0 7

        0.045139    8   8 0 0
        0.086420    8   7 1 0
        0.049383    8   6 2 0
        0.032407    8   5 3 0
        0.082176    8   4 4 0
        0.032407    8   3 5 0
        0.049383    8   2 6 0
        0.086420    8   1 7 0
        0.045139    8   0 8 0
        0.086420    8   7 0 1
        0.134259    8   6 1 1
        0.069444    8   5 2 1
        0.023920    8   4 3 1
        0.023920    8   3 4 1
        0.069444    8   2 5 1
        0.134259    8   1 6 1
        0.086420    8   0 7 1
        0.049383    8   6 0 2
        0.069444    8   5 1 2
        0.082176    8   4 2 2
        0.066358    8   3 3 2
        0.082176    8   2 4 2
        0.069444    8   1 5 2
        0.049383    8   0 6 2
        0.032407    8   5 0 3
        0.023920    8   4 1 3
        0.066358    8   3 2 3
        0.066358    8   2 3 3
        0.023920    8   1 4 3
        0.032407    8   0 5 3
        0.082176    8   4 0 4
        0.023920    8   3 1 4
        0.082176    8   2 2 4
        0.023920    8   1 3 4
        0.082176    8   0 4 4
        0.032407    8   3 0 5
        0.069444    8   2 1 5
        0.069444    8   1 2 5
        0.032407    8   0 3 5
        0.049383    8   2 0 6
        0.134259    8   1 1 6
        0.049383    8   0 2 6
        0.086420    8   1 0 7
        0.086420    8   0 1 7
        0.045139    8   0 0 8


NINT_EXACTNESS_TET:
  Normal end of execution.

04-Jul-2007 21:06:10
