04-Jul-2007 21:07:21

NINT_EXACTNESS_TET
  MATLAB version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "nco5_x.txt".
  Quadrature rule W file = "nco5_w.txt".
  Quadrature rule R file = "nco5_r.txt".
  Maximum total degree to check = 8
  Spatial dimension = 3
  Number of points  = 56

      Error    Degree  Exponents

        0.000000    0   0 0 0

        0.000000    1   1 0 0
        0.000000    1   0 1 0
        0.000000    1   0 0 1

        0.000000    2   2 0 0
        0.000000    2   1 1 0
        0.000000    2   0 2 0
        0.000000    2   1 0 1
        0.000000    2   0 1 1
        0.000000    2   0 0 2

        0.000000    3   3 0 0
        0.000000    3   2 1 0
        0.000000    3   1 2 0
        0.000000    3   0 3 0
        0.000000    3   2 0 1
        0.000000    3   1 1 1
        0.000000    3   0 2 1
        0.000000    3   1 0 2
        0.000000    3   0 1 2
        0.000000    3   0 0 3

        0.000000    4   4 0 0
        0.000000    4   3 1 0
        0.000000    4   2 2 0
        0.000000    4   1 3 0
        0.000000    4   0 4 0
        0.000000    4   3 0 1
        0.000000    4   2 1 1
        0.000000    4   1 2 1
        0.000000    4   0 3 1
        0.000000    4   2 0 2
        0.000000    4   1 1 2
        0.000000    4   0 2 2
        0.000000    4   1 0 3
        0.000000    4   0 1 3
        0.000000    4   0 0 4

        0.000000    5   5 0 0
        0.000000    5   4 1 0
        0.000000    5   3 2 0
        0.000000    5   2 3 0
        0.000000    5   1 4 0
        0.000000    5   0 5 0
        0.000000    5   4 0 1
        0.000000    5   3 1 1
        0.000000    5   2 2 1
        0.000000    5   1 3 1
        0.000000    5   0 4 1
        0.000000    5   3 0 2
        0.000000    5   2 1 2
        0.000000    5   1 2 2
        0.000000    5   0 3 2
        0.000000    5   2 0 3
        0.000000    5   1 1 3
        0.000000    5   0 2 3
        0.000000    5   1 0 4
        0.000000    5   0 1 4
        0.000000    5   0 0 5

        0.016273    6   6 0 0
        0.032546    6   5 1 0
        0.063202    6   4 2 0
        0.070162    6   3 3 0
        0.063202    6   2 4 0
        0.032546    6   1 5 0
        0.016273    6   0 6 0
        0.032546    6   5 0 1
        0.018163    6   4 1 1
        0.021160    6   3 2 1
        0.021160    6   2 3 1
        0.018163    6   1 4 1
        0.032546    6   0 5 1
        0.063202    6   4 0 2
        0.021160    6   3 1 2
        0.066479    6   2 2 2
        0.021160    6   1 3 2
        0.063202    6   0 4 2
        0.070162    6   3 0 3
        0.021160    6   2 1 3
        0.021160    6   1 2 3
        0.070162    6   0 3 3
        0.063202    6   2 0 4
        0.018163    6   1 1 4
        0.063202    6   0 2 4
        0.032546    6   1 0 5
        0.032546    6   0 1 5
        0.016273    6   0 0 6

        0.061051    7   7 0 0
        0.088209    7   6 1 0
        0.129923    7   5 2 0
        0.043526    7   4 3 0
        0.043526    7   3 4 0
        0.129923    7   2 5 0
        0.088209    7   1 6 0
        0.061051    7   0 7 0
        0.088209    7   6 0 1
        0.028025    7   5 1 1
        0.056490    7   4 2 1
        0.176706    7   3 3 1
        0.056490    7   2 4 1
        0.028025    7   1 5 1
        0.088209    7   0 6 1
        0.129923    7   5 0 2
        0.056490    7   4 1 2
        0.068217    7   3 2 2
        0.068217    7   2 3 2
        0.056490    7   1 4 2
        0.129923    7   0 5 2
        0.043526    7   4 0 3
        0.176706    7   3 1 3
        0.068217    7   2 2 3
        0.176706    7   1 3 3
        0.043526    7   0 4 3
        0.043526    7   3 0 4
        0.056490    7   2 1 4
        0.056490    7   1 2 4
        0.043526    7   0 3 4
        0.129923    7   2 0 5
        0.028025    7   1 1 5
        0.129923    7   0 2 5
        0.088209    7   1 0 6
        0.088209    7   0 1 6
        0.061051    7   0 0 7

        0.134421    8   8 0 0
        0.134601    8   7 1 0
        0.152415    8   6 2 0
        0.071919    8   5 3 0
        0.109068    8   4 4 0
        0.071919    8   3 5 0
        0.152415    8   2 6 0
        0.134601    8   1 7 0
        0.134421    8   0 8 0
        0.134601    8   7 0 1
        0.166462    8   6 1 1
        0.149455    8   5 2 1
        0.201053    8   4 3 1
        0.201053    8   3 4 1
        0.149455    8   2 5 1
        0.166462    8   1 6 1
        0.134601    8   0 7 1
        0.152415    8   6 0 2
        0.149455    8   5 1 2
        0.189443    8   4 2 2
        0.005312    8   3 3 2
        0.189443    8   2 4 2
        0.149455    8   1 5 2
        0.152415    8   0 6 2
        0.071919    8   5 0 3
        0.201053    8   4 1 3
        0.005312    8   3 2 3
        0.005312    8   2 3 3
        0.201053    8   1 4 3
        0.071919    8   0 5 3
        0.109068    8   4 0 4
        0.201053    8   3 1 4
        0.189443    8   2 2 4
        0.201053    8   1 3 4
        0.109068    8   0 4 4
        0.071919    8   3 0 5
        0.149455    8   2 1 5
        0.149455    8   1 2 5
        0.071919    8   0 3 5
        0.152415    8   2 0 6
        0.166462    8   1 1 6
        0.152415    8   0 2 6
        0.134601    8   1 0 7
        0.134601    8   0 1 7
        0.134421    8   0 0 8


NINT_EXACTNESS_TET:
  Normal end of execution.

04-Jul-2007 21:07:22
