04-Jul-2007 08:27:53

NINT_EXACTNESS_TRI
  MATLAB version

  Investigate the polynomial exactness of a quadrature
  rule for the triangle by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit triangle.

NINT_EXACTNESS_TRI: User input:
  Quadrature rule X file = "toms612_28_x.txt".
  Quadrature rule W file = "toms612_28_w.txt".
  Quadrature rule R file = "toms612_28_r.txt".
  Maximum total degree to check = 12
  Spatial dimension = 2
  Number of points  = 28

      Error    Degree  Exponents

        0.000000    0   0 0

        0.000000    1   1 0
        0.000000    1   0 1

        0.000000    2   2 0
        0.000000    2   1 1
        0.000000    2   0 2

        0.000000    3   3 0
        0.000000    3   2 1
        0.000000    3   1 2
        0.000000    3   0 3

        0.000000    4   4 0
        0.000000    4   3 1
        0.000000    4   2 2
        0.000000    4   1 3
        0.000000    4   0 4

        0.000000    5   5 0
        0.000000    5   4 1
        0.000000    5   3 2
        0.000000    5   2 3
        0.000000    5   1 4
        0.000000    5   0 5

        0.000000    6   6 0
        0.000000    6   5 1
        0.000000    6   4 2
        0.000000    6   3 3
        0.000000    6   2 4
        0.000000    6   1 5
        0.000000    6   0 6

        0.000000    7   7 0
        0.000000    7   6 1
        0.000000    7   5 2
        0.000000    7   4 3
        0.000000    7   3 4
        0.000000    7   2 5
        0.000000    7   1 6
        0.000000    7   0 7

        0.000000    8   8 0
        0.000000    8   7 1
        0.000000    8   6 2
        0.000000    8   5 3
        0.000000    8   4 4
        0.000000    8   3 5
        0.000000    8   2 6
        0.000000    8   1 7
        0.000000    8   0 8

        0.000000    9   9 0
        0.000000    9   8 1
        0.000000    9   7 2
        0.000000    9   6 3
        0.000000    9   5 4
        0.000000    9   4 5
        0.000000    9   3 6
        0.000000    9   2 7
        0.000000    9   1 8
        0.000000    9   0 9

        0.000000   10  10 0
        0.000000   10   9 1
        0.000000   10   8 2
        0.000000   10   7 3
        0.000000   10   6 4
        0.000000   10   5 5
        0.000000   10   4 6
        0.000000   10   3 7
        0.000000   10   2 8
        0.000000   10   1 9
        0.000000   10   010

        0.000000   11  11 0
        0.000000   11  10 1
        0.000000   11   9 2
        0.000000   11   8 3
        0.000000   11   7 4
        0.000000   11   6 5
        0.000000   11   5 6
        0.000000   11   4 7
        0.000000   11   3 8
        0.000000   11   2 9
        0.000000   11   110
        0.000000   11   011

        0.000000   12  12 0
        0.000002   12  11 1
        0.000017   12  10 2
        0.000070   12   9 3
        0.000195   12   8 4
        0.000377   12   7 5
        0.000474   12   6 6
        0.000377   12   5 7
        0.000195   12   4 8
        0.000070   12   3 9
        0.000017   12   210
        0.000002   12   111
        0.000000   12   012


NINT_EXACTNESS_TRI:
  Normal end of execution.

04-Jul-2007 08:27:53
