04-Jul-2007 08:27:04

NINT_EXACTNESS_TRI
  MATLAB version

  Investigate the polynomial exactness of a quadrature
  rule for the triangle by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit triangle.

NINT_EXACTNESS_TRI: User input:
  Quadrature rule X file = "strang7_x.txt".
  Quadrature rule W file = "strang7_w.txt".
  Quadrature rule R file = "strang7_r.txt".
  Maximum total degree to check = 8
  Spatial dimension = 2
  Number of points  = 7

      Error    Degree  Exponents

        0.000000    0   0 0

        0.000000    1   1 0
        0.000000    1   0 1

        0.000000    2   2 0
        0.000000    2   1 1
        0.000000    2   0 2

        0.000000    3   3 0
        0.000000    3   2 1
        0.000000    3   1 2
        0.000000    3   0 3

        0.000000    4   4 0
        0.000000    4   3 1
        0.000000    4   2 2
        0.000000    4   1 3
        0.000000    4   0 4

        0.000000    5   5 0
        0.000000    5   4 1
        0.000000    5   3 2
        0.000000    5   2 3
        0.000000    5   1 4
        0.000000    5   0 5

        0.004586    6   6 0
        0.013757    6   5 1
        0.037037    6   4 2
        0.051146    6   3 3
        0.037037    6   2 4
        0.013757    6   1 5
        0.004586    6   0 6

        0.018292    7   7 0
        0.043386    7   6 1
        0.090249    7   5 2
        0.053666    7   4 3
        0.053666    7   3 4
        0.090249    7   2 5
        0.043386    7   1 6
        0.018292    7   0 7

        0.043398    8   8 0
        0.082131    8   7 1
        0.133499    8   6 2
        0.007523    8   5 3
        0.137746    8   4 4
        0.007523    8   3 5
        0.133499    8   2 6
        0.082131    8   1 7
        0.043398    8   0 8


NINT_EXACTNESS_TRI:
  Normal end of execution.

04-Jul-2007 08:27:04
