   3.3333333333333331e-01	   3.3333333333333331e-01	   3.3333333333333331e-01	
   3.3333333333333331e-01	   3.3333333333333331e-01	   6.6666666666666663e-01
   3.3333333333333331e-01	   3.3333333333333331e-01	   1.0000000000000000e+00
   3.3333333333333331e-01	   6.6666666666666663e-01	   3.3333333333333331e-01
   3.3333333333333331e-01	   6.6666666666666663e-01	   6.6666666666666663e-01
   3.3333333333333331e-01	   6.6666666666666663e-01	   1.0000000000000000e+00
   3.3333333333333331e-01	   1.0000000000000000e+00	   3.3333333333333331e-01
   3.3333333333333331e-01	   1.0000000000000000e+00	   6.6666666666666663e-01
   3.3333333333333331e-01	   1.0000000000000000e+00	   1.0000000000000000e+00
   6.6666666666666663e-01	   3.3333333333333331e-01	   3.3333333333333331e-01
   6.6666666666666663e-01	   3.3333333333333331e-01	   6.6666666666666663e-01
   6.6666666666666663e-01	   3.3333333333333331e-01	   1.0000000000000000e+00
   6.6666666666666663e-01	   6.6666666666666663e-01	   3.3333333333333331e-01
   6.6666666666666663e-01	   6.6666666666666663e-01	   6.6666666666666663e-01
   6.6666666666666663e-01	   6.6666666666666663e-01	   1.0000000000000000e+00
   6.6666666666666663e-01	   1.0000000000000000e+00	   3.3333333333333331e-01
   6.6666666666666663e-01	   1.0000000000000000e+00	   6.6666666666666663e-01
   6.6666666666666663e-01	   1.0000000000000000e+00	   1.0000000000000000e+00
   1.0000000000000000e+00	   3.3333333333333331e-01	   3.3333333333333331e-01
   1.0000000000000000e+00	   3.3333333333333331e-01	   6.6666666666666663e-01
   1.0000000000000000e+00	   3.3333333333333331e-01	   1.0000000000000000e+00
   1.0000000000000000e+00	   6.6666666666666663e-01	   3.3333333333333331e-01
   1.0000000000000000e+00	   6.6666666666666663e-01	   6.6666666666666663e-01
   1.0000000000000000e+00	   6.6666666666666663e-01	   1.0000000000000000e+00
   1.0000000000000000e+00	   1.0000000000000000e+00	   3.3333333333333331e-01
   1.0000000000000000e+00	   1.0000000000000000e+00	   6.6666666666666663e-01
   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00
